Team 1,Team 2,Winner,Ground,Match Date,Margin Value,Margin Type
Australia,India,Australia,Colombo (SSC),28-08-99,41,runs
Sri Lanka,India,India,Colombo (SSC),29-08-99,23,runs
Sri Lanka,Australia,Sri Lanka,Colombo (RPS),31-08-99,8,wickets
West Indies,Zimbabwe,West Indies,Singapore,02-09-99,6,wickets
India,Zimbabwe,India,Singapore,04-09-99,115,runs
India,West Indies,West Indies,Singapore,05-09-99,42,runs
India,West Indies,no result,Singapore,07-09-99,23,runs
India,West Indies,West Indies,Singapore,08-09-99,4,wickets
India,West Indies,India,Toronto,11-09-99,8,wickets
India,West Indies,West Indies,Toronto,12-09-99,70,runs
India,West Indies,India,Toronto,14-09-99,88,runs
Pakistan,West Indies,Pakistan,Toronto,16-09-99,15,runs
Pakistan,West Indies,Pakistan,Toronto,18-09-99,42,runs
Pakistan,West Indies,Pakistan,Toronto,19-09-99,7,wickets
Kenya,Zimbabwe,Zimbabwe,Nairobi (Gym),25-09-99,3,wickets
India,South Africa,India,Nairobi (Gym),26-09-99,8,wickets
South Africa,Zimbabwe,South Africa,Nairobi (Gym),28-09-99,9,wickets
Kenya,India,India,Nairobi (Gym),29-09-99,58,runs
Kenya,South Africa,South Africa,Nairobi (Gym),30-09-99,24,runs
India,Zimbabwe,India,Nairobi (Gym),01-10-99,107,runs
India,South Africa,South Africa,Nairobi (Gym),03-10-99,26,runs
Bangladesh,West Indies,West Indies,Dhaka,08-10-99,73,runs
Bangladesh,West Indies,West Indies,Dhaka,09-10-99,109,runs
Sri Lanka,West Indies,West Indies,Sharjah,13-10-99,3,wickets
Pakistan,West Indies,Pakistan,Sharjah,14-10-99,130,runs
Pakistan,Sri Lanka,tied,Sharjah,15-10-99,70,runs
Sri Lanka,West Indies,Sri Lanka,Sharjah,17-10-99,9,wickets
Pakistan,Sri Lanka,Pakistan,Sharjah,18-10-99,118,runs
Pakistan,West Indies,Pakistan,Sharjah,19-10-99,138,runs
Zimbabwe,Australia,Australia,Bulawayo,21-10-99,83,runs
Pakistan,Sri Lanka,Pakistan,Sharjah,22-10-99,88,runs
Zimbabwe,Australia,Australia,Harare,23-10-99,9,wickets
Zimbabwe,Australia,Australia,Harare,24-10-99,9,wickets
India,New Zealand,New Zealand,Rajkot,05-11-99,43,runs
India,New Zealand,India,Hyderabad (Deccan),08-11-99,174,runs
India,New Zealand,India,Gwalior,11-11-99,14,runs
India,New Zealand,New Zealand,Guwahati,14-11-99,48,runs
India,New Zealand,India,Delhi,17-11-99,7,wickets
Zimbabwe,Sri Lanka,no result,Bulawayo,11-12-99,10,wickets
Zimbabwe,Sri Lanka,Sri Lanka,Bulawayo,12-12-99,13,runs
Zimbabwe,Sri Lanka,Sri Lanka,Harare,15-12-99,98,runs
Zimbabwe,Sri Lanka,Sri Lanka,Harare,18-12-99,6,wickets
Zimbabwe,Sri Lanka,Zimbabwe,Harare,19-12-99,6,wickets
New Zealand,West Indies,New Zealand,Auckland,02-01-00,3,wickets
New Zealand,West Indies,New Zealand,Taupo,04-01-00,7,wickets
New Zealand,West Indies,New Zealand,Napier,06-01-00,4,wickets
Australia,Pakistan,Pakistan,Brisbane,09-01-00,45,runs
India,Pakistan,Pakistan,Brisbane,10-01-00,2,wickets
New Zealand,West Indies,New Zealand,Christchurch,11-01-00,20,runs
Australia,India,Australia,Melbourne,12-01-00,28,runs
Australia,India,Australia,Sydney,14-01-00,5,wickets
Australia,Pakistan,Australia,Melbourne,16-01-00,6,wickets
Australia,Pakistan,Australia,Sydney,19-01-00,81,runs
India,Pakistan,Pakistan,Hobart,21-01-00,32,runs
South Africa,Zimbabwe,South Africa,Johannesburg,21-01-00,6,wickets
South Africa,England,England,Bloemfontein,23-01-00,9,wickets
Australia,Pakistan,Australia,Melbourne,23-01-00,15,runs
India,Pakistan,India,Adelaide,25-01-00,48,runs
Australia,India,Australia,Adelaide,26-01-00,152,runs
South Africa,England,South Africa,Cape Town,26-01-00,1,run
India,Pakistan,Pakistan,Perth,28-01-00,104,runs
England,Zimbabwe,Zimbabwe,Cape Town,28-01-00,104,runs
Australia,India,Australia,Perth,30-01-00,4,wickets
England,Zimbabwe,England,Kimberley,30-01-00,8,wickets
Australia,Pakistan,Australia,Melbourne,02-02-00,6,wickets
South Africa,Zimbabwe,Zimbabwe,Durban,02-02-00,2,wickets
Australia,Pakistan,Australia,Sydney,04-02-00,152,runs
South Africa,England,South Africa,East London,04-02-00,2,wickets
South Africa,Zimbabwe,South Africa,Port Elizabeth,06-02-00,53,runs
South Africa,England,South Africa,Johannesburg,13-02-00,38,runs
Pakistan,Sri Lanka,Sri Lanka,Karachi,13-02-00,29,runs
Pakistan,Sri Lanka,Sri Lanka,Gujranwala,16-02-00,34,runs
Zimbabwe,England,England,Bulawayo,16-02-00,5,wickets
New Zealand,Australia,no result,Wellington,17-02-00,3,wickets
Zimbabwe,England,England,Bulawayo,18-02-00,1,wicket
New Zealand,Australia,Australia,Auckland,19-02-00,5,wickets
Pakistan,Sri Lanka,Sri Lanka,Lahore,19-02-00,104,runs
Zimbabwe,England,England,Harare,20-02-00,85,runs
New Zealand,Australia,Australia,Dunedin,23-02-00,50,runs
New Zealand,Australia,Australia,Christchurch,26-02-00,48,runs
New Zealand,Australia,Australia,Napier,01-03-00,5,wickets
New Zealand,Australia,New Zealand,Auckland,03-03-00,7,wickets
India,South Africa,India,Kochi,09-03-00,3,wickets
India,South Africa,India,Jamshedpur,12-03-00,6,wickets
India,South Africa,South Africa,Faridabad,15-03-00,2,wickets
India,South Africa,India,Vadodara,17-03-00,4,wickets
India,South Africa,South Africa,Nagpur,19-03-00,10,runs
India,South Africa,South Africa,Sharjah,22-03-00,10,wickets
India,Pakistan,India,Sharjah,23-03-00,5,wickets
Pakistan,South Africa,South Africa,Sharjah,24-03-00,3,wickets
India,Pakistan,Pakistan,Sharjah,26-03-00,98,runs
India,South Africa,South Africa,Sharjah,27-03-00,6,wickets
Pakistan,South Africa,Pakistan,Sharjah,28-03-00,67,runs
Pakistan,South Africa,Pakistan,Sharjah,31-03-00,16,runs
West Indies,Zimbabwe,West Indies,Kingston,01-04-00,87,runs
West Indies,Zimbabwe,West Indies,Kingston,02-04-00,41,runs
Pakistan,Zimbabwe,Pakistan,St John's,05-04-00,5,wickets
South Africa,Australia,South Africa,Durban,12-04-00,6,wickets
West Indies,Pakistan,West Indies,Kingstown,12-04-00,96,runs
South Africa,Australia,Australia,Cape Town,14-04-00,5,wickets
Pakistan,Zimbabwe,Pakistan,St George's,15-04-00,6,wickets
South Africa,Australia,South Africa,Johannesburg,16-04-00,4,wickets
West Indies,Pakistan,West Indies,St George's,16-04-00,17,runs
West Indies,Pakistan,Pakistan,Bridgetown,19-04-00,17,runs
West Indies,Pakistan,West Indies,Port of Spain,22-04-00,60,runs
West Indies,Pakistan,Pakistan,Port of Spain,23-04-00,4,wickets
Bangladesh,Sri Lanka,Sri Lanka,Dhaka,29-05-00,9,wickets
India,Sri Lanka,Sri Lanka,Dhaka,01-06-00,71,runs
Bangladesh,Pakistan,Pakistan,Dhaka,02-06-00,233,runs
India,Pakistan,Pakistan,Dhaka,03-06-00,44,runs
Pakistan,Sri Lanka,Pakistan,Dhaka,05-06-00,7,wickets
Pakistan,Sri Lanka,Pakistan,Dhaka,07-06-00,39,runs
Sri Lanka,Pakistan,Sri Lanka,Galle,05-07-00,5,wickets
Sri Lanka,South Africa,Sri Lanka,Galle,06-07-00,37,runs
West Indies,Zimbabwe,Zimbabwe,Bristol,06-07-00,6,wickets
Pakistan,South Africa,South Africa,Colombo (RPS),08-07-00,18,runs
England,Zimbabwe,Zimbabwe,The Oval,08-07-00,5,wickets
Sri Lanka,Pakistan,Sri Lanka,Colombo (RPS),09-07-00,6,wickets
England,West Indies,no result,Lord's,09-07-00,6,wickets
Sri Lanka,South Africa,Sri Lanka,Colombo (SSC),11-07-00,8,wickets
West Indies,Zimbabwe,Zimbabwe,Canterbury,11-07-00,70,runs
Pakistan,South Africa,South Africa,Colombo (SSC),12-07-00,7,wickets
England,Zimbabwe,England,Manchester,13-07-00,8,wickets
Sri Lanka,South Africa,Sri Lanka,Colombo (RPS),14-07-00,30,runs
England,West Indies,England,Chester-le-Street,15-07-00,10,wickets
West Indies,Zimbabwe,Zimbabwe,Chester-le-Street,16-07-00,6,wickets
England,Zimbabwe,England,Birmingham,18-07-00,52,runs
England,West Indies,West Indies,Nottingham,20-07-00,3,runs
England,Zimbabwe,England,Lord's,22-07-00,6,wickets
Australia,South Africa,Australia,Melbourne (Docklands),16-08-00,94,runs
Australia,South Africa,tied,Melbourne (Docklands),18-08-00,51,runs
Australia,South Africa,South Africa,Melbourne (Docklands),20-08-00,8,runs
New Zealand,Pakistan,Pakistan,Singapore,20-08-00,12,runs
Pakistan,South Africa,Pakistan,Singapore,23-08-00,28,runs
New Zealand,South Africa,South Africa,Singapore,25-08-00,8,wickets
Pakistan,South Africa,South Africa,Singapore,27-08-00,93,runs
Zimbabwe,New Zealand,New Zealand,Harare,27-09-00,7,wickets
Zimbabwe,New Zealand,Zimbabwe,Bulawayo,30-09-00,21,runs
Zimbabwe,New Zealand,Zimbabwe,Bulawayo,01-10-00,6,wickets
Kenya,India,India,Nairobi (Gym),03-10-00,8,wickets
Sri Lanka,West Indies,Sri Lanka,Nairobi (Gym),04-10-00,108,runs
Bangladesh,England,England,Nairobi (Gym),05-10-00,8,wickets
Australia,India,India,Nairobi (Gym),07-10-00,20,runs
Pakistan,Sri Lanka,Pakistan,Nairobi (Gym),08-10-00,9,wickets
New Zealand,Zimbabwe,New Zealand,Nairobi (Gym),09-10-00,64,runs
England,South Africa,South Africa,Nairobi (Gym),10-10-00,8,wickets
New Zealand,Pakistan,New Zealand,Nairobi (Gym),11-10-00,4,wickets
India,South Africa,India,Nairobi (Gym),13-10-00,95,runs
India,New Zealand,New Zealand,Nairobi (Gym),15-10-00,4,wickets
India,Sri Lanka,Sri Lanka,Sharjah,20-10-00,5,wickets
South Africa,New Zealand,no result,Potchefstroom,20-10-00,5,wickets
Sri Lanka,Zimbabwe,Sri Lanka,Sharjah,21-10-00,7,wickets
South Africa,New Zealand,South Africa,Benoni,22-10-00,6,wickets
India,Zimbabwe,India,Sharjah,22-10-00,13,runs
Pakistan,England,England,Karachi,24-10-00,5,wickets
Sri Lanka,Zimbabwe,Sri Lanka,Sharjah,25-10-00,123,runs
South Africa,New Zealand,South Africa,Centurion,25-10-00,115,runs
India,Zimbabwe,India,Sharjah,26-10-00,3,wickets
Pakistan,England,Pakistan,Lahore,27-10-00,8,wickets
India,Sri Lanka,Sri Lanka,Sharjah,27-10-00,68,runs
South Africa,New Zealand,South Africa,Kimberley,28-10-00,5,wickets
India,Sri Lanka,Sri Lanka,Sharjah,29-10-00,245,runs
Pakistan,England,Pakistan,Rawalpindi,30-10-00,6,wickets
South Africa,New Zealand,South Africa,Durban,01-11-00,6,wickets
South Africa,New Zealand,South Africa,Cape Town,04-11-00,3,wickets
India,Zimbabwe,India,Cuttack,02-12-00,3,wickets
India,Zimbabwe,India,Ahmedabad,05-12-00,61,runs
India,Zimbabwe,Zimbabwe,Jodhpur,08-12-00,1,wicket
India,Zimbabwe,India,Kanpur,11-12-00,9,wickets
India,Zimbabwe,India,Rajkot,14-12-00,39,runs
South Africa,Sri Lanka,South Africa,Port Elizabeth,15-12-00,4,wickets
South Africa,Sri Lanka,South Africa,East London,17-12-00,95,runs
New Zealand,Zimbabwe,Zimbabwe,Taupo,02-01-01,70,runs
New Zealand,Zimbabwe,New Zealand,Wellington,04-01-01,8,wickets
New Zealand,Zimbabwe,Zimbabwe,Auckland,07-01-01,1,wicket
South Africa,Sri Lanka,South Africa,Paarl,09-01-01,8,wickets
Australia,West Indies,Australia,Melbourne,11-01-01,74,runs
South Africa,Sri Lanka,South Africa,Cape Town,11-01-01,99,runs
West Indies,Zimbabwe,West Indies,Brisbane,13-01-01,1,wicket
Australia,West Indies,Australia,Brisbane,14-01-01,9,wickets
South Africa,Sri Lanka,South Africa,Bloemfontein,14-01-01,5,wickets
Australia,West Indies,Australia,Sydney,17-01-01,28,runs
South Africa,Sri Lanka,Sri Lanka,Johannesburg,17-01-01,4,runs
Australia,Zimbabwe,Australia,Melbourne,21-01-01,8,wickets
West Indies,Zimbabwe,Zimbabwe,Sydney,23-01-01,47,runs
West Indies,Zimbabwe,West Indies,Adelaide,25-01-01,77,runs
Australia,West Indies,Australia,Adelaide,26-01-01,10,wickets
Australia,Zimbabwe,Australia,Sydney,28-01-01,86,runs
Australia,Zimbabwe,Australia,Hobart,30-01-01,6,wickets
New Zealand,Sri Lanka,Sri Lanka,Napier,31-01-01,61,runs
West Indies,Zimbabwe,West Indies,Perth,02-02-01,44,runs
New Zealand,Sri Lanka,Sri Lanka,Wellington,03-02-01,3,wickets
Australia,Zimbabwe,Australia,Perth,04-02-01,1,run
New Zealand,Sri Lanka,Sri Lanka,Auckland,06-02-01,9,wickets
Australia,West Indies,Australia,Sydney,07-02-01,134,runs
New Zealand,Sri Lanka,Sri Lanka,Hamilton,08-02-01,3,runs
Australia,West Indies,Australia,Melbourne,09-02-01,39,runs
New Zealand,Sri Lanka,New Zealand,Christchurch,11-02-01,13,runs
New Zealand,Pakistan,New Zealand,Napier,20-02-01,6,wickets
New Zealand,Pakistan,Pakistan,Wellington,22-02-01,28,runs
New Zealand,Pakistan,New Zealand,Christchurch,25-02-01,138,runs
New Zealand,Pakistan,New Zealand,Dunedin,28-02-01,4,wickets
Sri Lanka,England,Sri Lanka,Dambulla,23-03-01,5,wickets
Sri Lanka,England,Sri Lanka,Colombo (RPS),25-03-01,66,runs
India,Australia,India,Bengaluru,25-03-01,60,runs
Sri Lanka,England,Sri Lanka,Colombo (SSC),27-03-01,10,wickets
India,Australia,Australia,Pune,28-03-01,8,wickets
India,Australia,India,Indore,31-03-01,118,runs
India,Australia,Australia,Visakhapatnam,03-04-01,93,runs
India,Australia,Australia,Margao,06-04-01,4,wickets
Zimbabwe,Bangladesh,Zimbabwe,Harare,07-04-01,7,wickets
Zimbabwe,Bangladesh,Zimbabwe,Harare,08-04-01,127,runs
Pakistan,Sri Lanka,Pakistan,Sharjah,08-04-01,16,runs
New Zealand,Sri Lanka,Sri Lanka,Sharjah,10-04-01,106,runs
Zimbabwe,Bangladesh,Zimbabwe,Bulawayo,11-04-01,36,runs
New Zealand,Pakistan,Pakistan,Sharjah,12-04-01,8,wickets
Pakistan,Sri Lanka,Pakistan,Sharjah,13-04-01,28,runs
New Zealand,Pakistan,Pakistan,Sharjah,15-04-01,7,wickets
New Zealand,Sri Lanka,New Zealand,Sharjah,17-04-01,79,runs
Pakistan,Sri Lanka,Sri Lanka,Sharjah,20-04-01,77,runs
West Indies,South Africa,West Indies,Kingston,28-04-01,3,wickets
West Indies,South Africa,South Africa,St John's,02-05-01,8,wickets
West Indies,South Africa,South Africa,St George's,05-05-01,132,runs
West Indies,South Africa,South Africa,St George's,06-05-01,8,wickets
West Indies,South Africa,South Africa,Bridgetown,09-05-01,7,wickets
West Indies,South Africa,South Africa,Port of Spain,12-05-01,53,runs
West Indies,South Africa,West Indies,Kingstown,16-05-01,6,wickets
England,Pakistan,Pakistan,Birmingham,07-06-01,108,runs
Australia,Pakistan,Australia,Cardiff,09-06-01,7,wickets
England,Australia,Australia,Bristol,10-06-01,5,wickets
England,Pakistan,Pakistan,Lord's,12-06-01,2,runs
England,Australia,Australia,Manchester,14-06-01,125,runs
England,Pakistan,Pakistan,Leeds,17-06-01,80,runs
Australia,Pakistan,Pakistan,Nottingham,19-06-01,36,runs
England,Australia,Australia,The Oval,21-06-01,8,wickets
Zimbabwe,West Indies,West Indies,Harare,23-06-01,27,runs
Australia,Pakistan,Australia,Lord's,23-06-01,9,wickets
Zimbabwe,India,India,Harare,24-06-01,9,wickets
Zimbabwe,India,India,Bulawayo,27-06-01,4,wickets
India,West Indies,India,Bulawayo,30-06-01,6,wickets
Zimbabwe,West Indies,West Indies,Bulawayo,01-07-01,5,wickets
India,West Indies,India,Harare,04-07-01,6,wickets
India,West Indies,West Indies,Harare,07-07-01,16,runs
Sri Lanka,New Zealand,Sri Lanka,Colombo (RPS),18-07-01,16,runs
India,New Zealand,New Zealand,Colombo (RPS),20-07-01,84,runs
Sri Lanka,India,Sri Lanka,Colombo (RPS),22-07-01,6,runs
Sri Lanka,New Zealand,Sri Lanka,Colombo (RPS),25-07-01,5,wickets
India,New Zealand,New Zealand,Colombo (RPS),26-07-01,67,runs
Sri Lanka,India,India,Colombo (RPS),28-07-01,7,wickets
Sri Lanka,New Zealand,Sri Lanka,Colombo (SSC),31-07-01,106,runs
Sri Lanka,India,India,Colombo (SSC),01-08-01,46,runs
India,New Zealand,India,Colombo (SSC),02-08-01,7,wickets
Sri Lanka,India,Sri Lanka,Colombo (RPS),05-08-01,121,runs
Kenya,West Indies,West Indies,Nairobi,15-08-01,106,runs
Kenya,West Indies,West Indies,Nairobi (Gym),18-08-01,6,wickets
Kenya,West Indies,West Indies,Nairobi (Gym),19-08-01,7,wickets
Zimbabwe,South Africa,South Africa,Bulawayo,23-09-01,153,runs
Zimbabwe,South Africa,South Africa,Harare,29-09-01,148,runs
Zimbabwe,South Africa,South Africa,Harare,30-09-01,6,wickets
Zimbabwe,England,England,Harare,03-10-01,5,wickets
South Africa,India,South Africa,Johannesburg,05-10-01,6,wickets
Zimbabwe,England,England,Harare,06-10-01,8,wickets
Zimbabwe,England,England,Harare,07-10-01,4,wickets
South Africa,Kenya,South Africa,Benoni,07-10-01,7,wickets
Zimbabwe,England,England,Bulawayo,10-10-01,70,runs
South Africa,India,India,Centurion,10-10-01,41,runs
India,Kenya,India,Bloemfontein,12-10-01,10,wickets
Zimbabwe,England,England,Bulawayo,13-10-01,7,wickets
South Africa,Kenya,South Africa,Kimberley,14-10-01,9,wickets
India,Kenya,Kenya,Port Elizabeth,17-10-01,70,runs
South Africa,India,South Africa,East London,19-10-01,46,runs
South Africa,Kenya,South Africa,Cape Town,22-10-01,208,runs
India,Kenya,India,Paarl,24-10-01,186,runs
Sri Lanka,Zimbabwe,Sri Lanka,Sharjah,26-10-01,63,runs
South Africa,India,South Africa,Durban,26-10-01,6,wickets
Pakistan,Sri Lanka,Sri Lanka,Sharjah,27-10-01,7,wickets
Pakistan,Zimbabwe,Pakistan,Sharjah,28-10-01,106,runs
Sri Lanka,Zimbabwe,Sri Lanka,Sharjah,30-10-01,79,runs
Pakistan,Zimbabwe,Pakistan,Sharjah,31-10-01,29,runs
Pakistan,Sri Lanka,Pakistan,Sharjah,02-11-01,7,wickets
Pakistan,Sri Lanka,Pakistan,Sharjah,04-11-01,5,wickets
Bangladesh,Zimbabwe,Zimbabwe,Chittagong,23-11-01,5,wickets
Bangladesh,Zimbabwe,Zimbabwe,Dhaka,25-11-01,42,runs
Bangladesh,Zimbabwe,Zimbabwe,Dhaka,26-11-01,7,wickets
Sri Lanka,Zimbabwe,Sri Lanka,Colombo (SSC),08-12-01,9,wickets
West Indies,Zimbabwe,Zimbabwe,Colombo (SSC),09-12-01,4,wickets
Sri Lanka,West Indies,West Indies,Colombo (RPS),11-12-01,49,runs
Sri Lanka,Zimbabwe,Sri Lanka,Colombo (RPS),12-12-01,59,runs
Sri Lanka,West Indies,Sri Lanka,Kandy,15-12-01,8,wickets
West Indies,Zimbabwe,West Indies,Kandy,16-12-01,8,wickets
Sri Lanka,West Indies,Sri Lanka,Colombo (RPS),19-12-01,34,runs
Australia,New Zealand,New Zealand,Melbourne,11-01-02,23,runs
Australia,South Africa,South Africa,Melbourne,13-01-02,4,wickets
New Zealand,South Africa,South Africa,Hobart,15-01-02,26,runs
Australia,New Zealand,New Zealand,Sydney,17-01-02,23,runs
New Zealand,South Africa,New Zealand,Brisbane,19-01-02,4,wickets
India,England,India,Kolkata,19-01-02,22,runs
Australia,South Africa,Australia,Brisbane,20-01-02,27,runs
Australia,South Africa,Australia,Sydney,22-01-02,8,wickets
India,England,England,Cuttack,22-01-02,16,runs
Bangladesh,Pakistan,Pakistan,Chittagong,22-01-02,49,runs
Bangladesh,Pakistan,Pakistan,Dhaka,24-01-02,72,runs
Bangladesh,Pakistan,Pakistan,Dhaka,25-01-02,8,wickets
India,England,India,Chennai,25-01-02,4,wickets
Australia,New Zealand,New Zealand,Adelaide,26-01-02,77,runs
New Zealand,South Africa,South Africa,Adelaide,27-01-02,93,runs
India,England,India,Kanpur,28-01-02,8,wickets
Australia,New Zealand,Australia,Melbourne,29-01-02,2,wickets
India,England,England,Delhi,31-01-02,2,runs
New Zealand,South Africa,South Africa,Perth,01-02-02,67,runs
Australia,South Africa,Australia,Perth,03-02-02,33,runs
India,England,England,Mumbai,03-02-02,5,runs
New Zealand,South Africa,South Africa,Melbourne,06-02-02,8,wickets
New Zealand,South Africa,South Africa,Sydney,08-02-02,6,wickets
New Zealand,England,New Zealand,Christchurch,13-02-02,4,wickets
Pakistan,West Indies,Pakistan,Sharjah,14-02-02,4,wickets
Pakistan,West Indies,Pakistan,Sharjah,15-02-02,51,runs
New Zealand,England,New Zealand,Wellington,16-02-02,155,runs
Pakistan,West Indies,West Indies,Sharjah,17-02-02,110,runs
New Zealand,England,England,Napier,20-02-02,43,runs
New Zealand,England,England,Auckland,23-02-02,33,runs
New Zealand,England,New Zealand,Dunedin,26-02-02,5,wickets
India,Zimbabwe,Zimbabwe,Faridabad,07-03-02,1,wicket
India,Zimbabwe,India,Mohali,10-03-02,64,runs
India,Zimbabwe,Zimbabwe,Kochi,13-03-02,6,wickets
India,Zimbabwe,India,Hyderabad (Deccan),16-03-02,5,wickets
India,Zimbabwe,India,Guwahati,19-03-02,101,runs
South Africa,Australia,Australia,Johannesburg,22-03-02,19,runs
South Africa,Australia,Australia,Centurion,24-03-02,45,runs
South Africa,Australia,tied,Potchefstroom,27-03-02,41,runs
South Africa,Australia,Australia,Bloemfontein,30-03-02,37,runs
South Africa,Australia,Australia,Durban,03-04-02,8,wickets
South Africa,Australia,Australia,Port Elizabeth,06-04-02,3,wickets
Pakistan,Sri Lanka,Sri Lanka,Sharjah,08-04-02,41,runs
New Zealand,Sri Lanka,New Zealand,Sharjah,09-04-02,11,runs
South Africa,Australia,South Africa,Cape Town,09-04-02,65,runs
New Zealand,Pakistan,Pakistan,Sharjah,11-04-02,51,runs
Pakistan,Sri Lanka,Sri Lanka,Sharjah,12-04-02,9,runs
New Zealand,Sri Lanka,Sri Lanka,Sharjah,14-04-02,46,runs
New Zealand,Pakistan,Pakistan,Sharjah,15-04-02,8,wickets
Pakistan,Sri Lanka,Pakistan,Sharjah,17-04-02,217,runs
Pakistan,New Zealand,Pakistan,Karachi,21-04-02,153,runs
Pakistan,New Zealand,Pakistan,Rawalpindi,24-04-02,3,wickets
Pakistan,New Zealand,Pakistan,Lahore,27-04-02,66,runs
West Indies,India,India,Bridgetown,29-05-02,7,wickets
West Indies,India,West Indies,Port of Spain,01-06-02,7,wickets
West Indies,India,India,Port of Spain,02-06-02,56,runs
West Indies,New Zealand,no result,Kingston,05-06-02,31,runs
West Indies,New Zealand,West Indies,Gros Islet,08-06-02,6,wickets
West Indies,New Zealand,West Indies,Gros Islet,09-06-02,7,wickets
Australia,Pakistan,Australia,Melbourne (Docklands),12-06-02,7,wickets
West Indies,New Zealand,New Zealand,Port of Spain,12-06-02,9,runs
Australia,Pakistan,Pakistan,Melbourne (Docklands),15-06-02,2,wickets
West Indies,New Zealand,West Indies,Kingstown,16-06-02,4,wickets
Australia,Pakistan,Pakistan,Brisbane,19-06-02,91,runs
England,Sri Lanka,England,Nottingham,27-06-02,44,runs
England,India,India,Lord's,29-06-02,6,wickets
India,Sri Lanka,India,The Oval,30-06-02,4,wickets
England,Sri Lanka,England,Leeds,02-07-02,3,wickets
England,India,no result,Chester-le-Street,04-07-02,4,wickets
India,Sri Lanka,India,Birmingham,06-07-02,4,wickets
England,Sri Lanka,Sri Lanka,Manchester,07-07-02,23,runs
England,India,England,The Oval,09-07-02,64,runs
India,Sri Lanka,India,Bristol,11-07-02,63,runs
England,India,India,Lord's,13-07-02,2,wickets
Sri Lanka,Bangladesh,Sri Lanka,Colombo (SSC),04-08-02,5,wickets
Sri Lanka,Bangladesh,Sri Lanka,Colombo (SSC),05-08-02,8,wickets
Sri Lanka,Bangladesh,Sri Lanka,Colombo (RPS),07-08-02,58,runs
Pakistan,South Africa,South Africa,Tangier,12-08-02,54,runs
