Team 1,Team 2,Winner,Ground,Match Date,Margin Value,Margin Type
India,Zimbabwe,Zimbabwe,Sharjah,1998-11-11,13,runs
India,Zimbabwe,India,Sharjah,1998-11-13,10,wickets
Pakistan,Zimbabwe,Pakistan,Gujranwala,1998-11-20,4,wickets
Pakistan,Zimbabwe,Zimbabwe,Sheikhupura,1998-11-22,6,wickets
Pakistan,Zimbabwe,Pakistan,Rawalpindi,1998-11-24,111,runs
New Zealand,India,New Zealand,Taupo,1999-01-09,5,wickets
Australia,England,England,Brisbane,1999-01-10,7,runs
England,Sri Lanka,England,Brisbane,1999-01-11,4,wickets
New Zealand,India,India,Napier,1999-01-12,2,wickets
Australia,Sri Lanka,Australia,Sydney,1999-01-13,8,wickets
New Zealand,India,no result,Wellington,1999-01-14,,
Australia,England,Australia,Melbourne,1999-01-15,9,wickets
New Zealand,India,India,Auckland,1999-01-16,5,wickets
Australia,England,England,Sydney,1999-01-17,7,runs
New Zealand,India,New Zealand,Christchurch,1999-01-19,70,runs
England,Sri Lanka,England,Melbourne,1999-01-19,7,wickets
Australia,Sri Lanka,Sri Lanka,Hobart,1999-01-21,3,wickets
South Africa,West Indies,South Africa,Johannesburg,1999-01-22,2,wickets
England,Sri Lanka,Sri Lanka,Adelaide,1999-01-23,1,wicket
Australia,Sri Lanka,Australia,Adelaide,1999-01-24,80,runs
South Africa,West Indies,West Indies,East London,1999-01-24,43,runs
Australia,England,Australia,Adelaide,1999-01-26,16,runs
South Africa,West Indies,South Africa,Durban,1999-01-27,55,runs
England,Sri Lanka,England,Perth,1999-01-29,128,runs
South Africa,West Indies,South Africa,Port Elizabeth,1999-01-30,99,runs
Australia,Sri Lanka,Australia,Perth,1999-01-31,45,runs
South Africa,West Indies,South Africa,Cape Town,1999-02-02,89,runs
England,Sri Lanka,Sri Lanka,Sydney,1999-02-03,11,runs
Australia,England,Australia,Sydney,1999-02-05,4,wickets
South Africa,West Indies,South Africa,Bloemfontein,1999-02-05,114,runs
Australia,Sri Lanka,Australia,Melbourne,1999-02-07,43,runs
South Africa,West Indies,South Africa,Centurion,1999-02-07,50,runs
Australia,England,Australia,Sydney,1999-02-10,10,runs
Australia,England,Australia,Melbourne,1999-02-13,162,runs
New Zealand,South Africa,New Zealand,Dunedin,1999-02-14,3,wickets
New Zealand,South Africa,South Africa,Christchurch,1999-02-17,7,wickets
New Zealand,South Africa,New Zealand,Auckland,1999-02-20,7,wickets
Bangladesh,Pakistan,Pakistan,Dhaka,1999-03-16,152,runs
Pakistan,Sri Lanka,Pakistan,Jamshedpur,1999-03-19,9,runs
Kenya,Zimbabwe,Zimbabwe,Dhaka,1999-03-19,133,runs
Bangladesh,Kenya,Kenya,Dhaka,1999-03-20,8,wickets
Bangladesh,Zimbabwe,Zimbabwe,Dhaka,1999-03-21,126,runs
India,Sri Lanka,India,Nagpur,1999-03-22,80,runs
Kenya,Zimbabwe,Zimbabwe,Dhaka,1999-03-23,64,runs
India,Pakistan,Pakistan,Jaipur,1999-03-24,143,runs
Bangladesh,Kenya,Kenya,Dhaka,1999-03-24,73,runs
New Zealand,South Africa,no result,Napier,1999-03-25,,
Bangladesh,Zimbabwe,Zimbabwe,Dhaka,1999-03-25,3,wickets
New Zealand,South Africa,South Africa,Napier,1999-03-26,2,wickets
New Zealand,South Africa,South Africa,Auckland,1999-03-27,143,runs
Pakistan,Sri Lanka,Sri Lanka,Visakhapatnam,1999-03-27,12,runs
Kenya,Zimbabwe,Zimbabwe,Dhaka,1999-03-27,202,runs
New Zealand,South Africa,no result,Wellington,1999-03-30,,
India,Sri Lanka,India,Pune,1999-03-30,51,runs
India,Pakistan,Pakistan,Mohali,1999-04-01,7,wickets
India,Pakistan,Pakistan,Bengaluru,1999-04-04,123,runs
England,Pakistan,Pakistan,Sharjah,1999-04-07,90,runs
India,Pakistan,Pakistan,Sharjah,1999-04-08,116,runs
England,India,India,Sharjah,1999-04-09,20,runs
England,India,India,Sharjah,1999-04-11,9,runs
West Indies,Australia,West Indies,Kingstown,1999-04-11,44,runs
England,Pakistan,England,Sharjah,1999-04-12,62,runs
India,Pakistan,India,Sharjah,1999-04-13,6,wickets
West Indies,Australia,Australia,St George's,1999-04-14,46,runs
India,Pakistan,Pakistan,Sharjah,1999-04-16,8,wickets
West Indies,Australia,West Indies,Port of Spain,1999-04-17,5,wickets
West Indies,Australia,Australia,Port of Spain,1999-04-18,20,runs
West Indies,Australia,tied,Georgetown,1999-04-21,,
West Indies,Australia,Australia,Bridgetown,1999-04-24,4,wickets
West Indies,Australia,West Indies,Bridgetown,1999-04-25,8,wickets
England,Sri Lanka,England,Lord's,1999-05-14,8,wickets
India,South Africa,South Africa,Hove,1999-05-15,4,wickets
Kenya,Zimbabwe,Zimbabwe,Taunton,1999-05-15,5,wickets
Australia,Scotland,Australia,Worcester,1999-05-16,6,wickets
Pakistan,West Indies,Pakistan,Bristol,1999-05-16,27,runs
Bangladesh,New Zealand,New Zealand,Chelmsford,1999-05-17,6,wickets
England,Kenya,England,Canterbury,1999-05-18,9,wickets
India,Zimbabwe,Zimbabwe,Leicester,1999-05-19,3,runs
South Africa,Sri Lanka,South Africa,Northampton,1999-05-19,89,runs
Australia,New Zealand,New Zealand,Cardiff,1999-05-20,5,wickets
Pakistan,Scotland,Pakistan,Chester-le-Street,1999-05-20,94,runs
Bangladesh,West Indies,West Indies,Dublin,1999-05-21,7,wickets
England,South Africa,South Africa,The Oval,1999-05-22,122,runs
Sri Lanka,Zimbabwe,Sri Lanka,Worcester,1999-05-22,4,wickets
India,Kenya,India,Bristol,1999-05-23,94,runs
Australia,Pakistan,Pakistan,Leeds,1999-05-23,10,runs
Scotland,Bangladesh,Bangladesh,Edinburgh,1999-05-24,22,runs
New Zealand,West Indies,West Indies,Southampton,1999-05-24,7,wickets
England,Zimbabwe,England,Nottingham,1999-05-25,7,wickets
Kenya,South Africa,South Africa,Amstelveen,1999-05-26,7,wickets
India,Sri Lanka,India,Taunton,1999-05-26,157,runs
Australia,Bangladesh,Australia,Chester-le-Street,1999-05-27,7,wickets
Scotland,West Indies,West Indies,Leicester,1999-05-27,8,wickets
New Zealand,Pakistan,Pakistan,Derby,1999-05-28,62,runs
England,India,India,Birmingham,,63,runs
South Africa,Zimbabwe,Zimbabwe,Chelmsford,1999-05-29,48,runs
Kenya,Sri Lanka,Sri Lanka,Southampton,1999-05-30,45,runs
Australia,West Indies,Australia,Manchester,1999-05-30,6,wickets
Bangladesh,Pakistan,Bangladesh,Northampton,1999-05-31,62,runs
Scotland,New Zealand,New Zealand,Edinburgh,1999-05-31,6,wickets
Australia,India,Australia,The Oval,1999-06-04,77,runs
Pakistan,South Africa,South Africa,Nottingham,1999-06-05,3,wickets
New Zealand,Zimbabwe,no result,Leeds,,,
India,Pakistan,India,Manchester,1999-06-08,47,runs
Australia,Zimbabwe,Australia,Lord's,1999-06-09,44,runs
New Zealand,South Africa,South Africa,Birmingham,1999-06-10,74,runs
Pakistan,Zimbabwe,Pakistan,The Oval,1999-06-11,148,runs
India,New Zealand,New Zealand,Nottingham,1999-06-12,5,wickets
Australia,South Africa,Australia,Leeds,1999-06-13,5,wickets
New Zealand,Pakistan,Pakistan,Manchester,1999-06-16,9,wickets
Australia,South Africa,tied,Birmingham,1999-06-17,,
Australia,Pakistan,Australia,Lord's,1999-06-20,8,wickets
Sri Lanka,Australia,Australia,Galle,1999-08-22,50,runs
Australia,India,Australia,Galle,1999-08-23,8,wickets
Sri Lanka,India,Sri Lanka,Colombo (RPS),1999-08-25,7,wickets
Sri Lanka,Australia,Australia,Colombo (RPS),1999-08-26,27,runs
Australia,India,Australia,Colombo (SSC),1999-08-28,41,runs
Sri Lanka,India,India,Colombo (SSC),1999-08-29,23,runs
Sri Lanka,Australia,Sri Lanka,Colombo (RPS),1999-08-31,8,wickets
West Indies,Zimbabwe,West Indies,Singapore,1999-09-02,6,wickets
India,Zimbabwe,India,Singapore,1999-09-04,115,runs
India,West Indies,West Indies,Singapore,1999-09-05,42,runs
India,West Indies,no result,Singapore,1999-09-07,,
India,West Indies,West Indies,Singapore,1999-09-08,4,wickets
India,West Indies,India,Toronto,1999-09-11,8,wickets
India,West Indies,West Indies,Toronto,1999-09-12,70,runs
India,West Indies,India,Toronto,1999-09-14,88,runs
Pakistan,West Indies,Pakistan,Toronto,1999-09-16,15,runs
Pakistan,West Indies,Pakistan,Toronto,1999-09-18,42,runs
Pakistan,West Indies,Pakistan,Toronto,1999-09-19,7,wickets
Kenya,Zimbabwe,Zimbabwe,Nairobi (Gym),1999-09-25,3,wickets
India,South Africa,India,Nairobi (Gym),1999-09-26,8,wickets
South Africa,Zimbabwe,South Africa,Nairobi (Gym),1999-09-28,9,wickets
Kenya,India,India,Nairobi (Gym),1999-09-29,58,runs
Kenya,South Africa,South Africa,Nairobi (Gym),1999-09-30,24,runs
India,Zimbabwe,India,Nairobi (Gym),1999-10-01,107,runs
India,South Africa,South Africa,Nairobi (Gym),1999-10-03,26,runs
Bangladesh,West Indies,West Indies,Dhaka,1999-10-08,73,runs
Bangladesh,West Indies,West Indies,Dhaka,1999-10-09,109,runs
Sri Lanka,West Indies,West Indies,Sharjah,1999-10-13,3,wickets
Pakistan,West Indies,Pakistan,Sharjah,1999-10-14,130,runs
Pakistan,Sri Lanka,tied,Sharjah,1999-10-15,,
Sri Lanka,West Indies,Sri Lanka,Sharjah,1999-10-17,9,wickets
Pakistan,Sri Lanka,Pakistan,Sharjah,1999-10-18,118,runs
Pakistan,West Indies,Pakistan,Sharjah,1999-10-19,138,runs
Zimbabwe,Australia,Australia,Bulawayo,1999-10-21,83,runs
Pakistan,Sri Lanka,Pakistan,Sharjah,1999-10-22,88,runs
Zimbabwe,Australia,Australia,Harare,1999-10-23,9,wickets
Zimbabwe,Australia,Australia,Harare,1999-10-24,9,wickets
India,New Zealand,New Zealand,Rajkot,1999-11-05,43,runs
India,New Zealand,India,Hyderabad (Deccan),1999-11-08,174,runs
India,New Zealand,India,Gwalior,1999-11-11,14,runs
India,New Zealand,New Zealand,Guwahati,1999-11-14,48,runs
India,New Zealand,India,Delhi,1999-11-17,7,wickets
Zimbabwe,Sri Lanka,no result,Bulawayo,1999-12-11,,
Zimbabwe,Sri Lanka,Sri Lanka,Bulawayo,1999-12-12,13,runs
Zimbabwe,Sri Lanka,Sri Lanka,Harare,1999-12-15,98,runs
Zimbabwe,Sri Lanka,Sri Lanka,Harare,1999-12-18,6,wickets
Zimbabwe,Sri Lanka,Zimbabwe,Harare,1999-12-19,6,wickets
New Zealand,West Indies,New Zealand,Auckland,2000-01-02,3,wickets
New Zealand,West Indies,New Zealand,Taupo,2000-01-04,7,wickets
New Zealand,West Indies,New Zealand,Napier,2000-01-06,4,wickets
New Zealand,West Indies,New Zealand,Wellington,,8,wickets
Australia,Pakistan,Pakistan,Brisbane,2000-01-09,45,runs
India,Pakistan,Pakistan,Brisbane,2000-01-10,2,wickets
New Zealand,West Indies,New Zealand,Christchurch,2000-01-11,20,runs
Australia,India,Australia,Melbourne,2000-01-12,28,runs
Australia,India,Australia,Sydney,2000-01-14,5,wickets
Australia,Pakistan,Australia,Melbourne,2000-01-16,6,wickets
Australia,Pakistan,Australia,Sydney,2000-01-19,81,runs
India,Pakistan,Pakistan,Hobart,2000-01-21,32,runs
South Africa,Zimbabwe,South Africa,Johannesburg,2000-01-21,6,wickets
Australia,Pakistan,Australia,Melbourne,2000-01-23,15,runs
South Africa,England,England,Bloemfontein,2000-01-23,9,wickets
India,Pakistan,India,Adelaide,2000-01-25,48,runs
Australia,India,Australia,Adelaide,2000-01-26,152,runs
South Africa,England,South Africa,Cape Town,2000-01-26,1,run
India,Pakistan,Pakistan,Perth,2000-01-28,104,runs
England,Zimbabwe,Zimbabwe,Cape Town,2000-01-28,104,runs
Australia,India,Australia,Perth,2000-01-30,4,wickets
England,Zimbabwe,England,Kimberley,2000-01-30,8,wickets
Australia,Pakistan,Australia,Melbourne,2000-02-02,6,wickets
South Africa,Zimbabwe,Zimbabwe,Durban,2000-02-02,2,wickets
Australia,Pakistan,Australia,Sydney,2000-02-04,152,runs
South Africa,England,South Africa,East London,2000-02-04,2,wickets
South Africa,Zimbabwe,South Africa,Port Elizabeth,2000-02-06,53,runs
Pakistan,Sri Lanka,Sri Lanka,Karachi,2000-02-13,29,runs
South Africa,England,South Africa,Johannesburg,2000-02-13,38,runs
Pakistan,Sri Lanka,Sri Lanka,Gujranwala,2000-02-16,34,runs
Zimbabwe,England,England,Bulawayo,2000-02-16,5,wickets
New Zealand,Australia,no result,Wellington,2000-02-17,,
Zimbabwe,England,England,Bulawayo,2000-02-18,1,wicket
New Zealand,Australia,Australia,Auckland,2000-02-19,5,wickets
Pakistan,Sri Lanka,Sri Lanka,Lahore,2000-02-19,104,runs
Zimbabwe,England,England,Harare,2000-02-20,85,runs
New Zealand,Australia,Australia,Dunedin,2000-02-23,50,runs
New Zealand,Australia,Australia,Christchurch,2000-02-26,48,runs
New Zealand,Australia,Australia,Napier,2000-03-01,5,wickets
New Zealand,Australia,New Zealand,Auckland,2000-03-03,7,wickets
India,South Africa,India,Kochi,2000-03-09,3,wickets
India,South Africa,India,Jamshedpur,2000-03-12,6,wickets
India,South Africa,South Africa,Faridabad,2000-03-15,2,wickets
India,South Africa,India,Vadodara,2000-03-17,4,wickets
India,South Africa,South Africa,Nagpur,2000-03-19,10,runs
India,South Africa,South Africa,Sharjah,2000-03-22,10,wickets
India,Pakistan,India,Sharjah,2000-03-23,5,wickets
Pakistan,South Africa,South Africa,Sharjah,2000-03-24,3,wickets
India,Pakistan,Pakistan,Sharjah,2000-03-26,98,runs
India,South Africa,South Africa,Sharjah,2000-03-27,6,wickets
Pakistan,South Africa,Pakistan,Sharjah,2000-03-28,67,runs
Pakistan,South Africa,Pakistan,Sharjah,2000-03-31,16,runs
West Indies,Zimbabwe,West Indies,Kingston,2000-04-01,87,runs
West Indies,Zimbabwe,West Indies,Kingston,2000-04-02,41,runs
Pakistan,Zimbabwe,Pakistan,St John's,2000-04-05,5,wickets
South Africa,Australia,South Africa,Durban,2000-04-12,6,wickets
West Indies,Pakistan,West Indies,Kingstown,2000-04-12,96,runs
South Africa,Australia,Australia,Cape Town,2000-04-14,5,wickets
Pakistan,Zimbabwe,Pakistan,St George's,2000-04-15,6,wickets
South Africa,Australia,South Africa,Johannesburg,2000-04-16,4,wickets
West Indies,Pakistan,West Indies,St George's,2000-04-16,17,runs
West Indies,Pakistan,Pakistan,Bridgetown,2000-04-19,17,runs
West Indies,Pakistan,West Indies,Port of Spain,2000-04-22,60,runs
West Indies,Pakistan,Pakistan,Port of Spain,2000-04-23,4,wickets
Bangladesh,Sri Lanka,Sri Lanka,Dhaka,2000-05-29,9,wickets
Bangladesh,India,India,Dhaka,,8,wickets
India,Sri Lanka,Sri Lanka,Dhaka,2000-06-01,71,runs
Bangladesh,Pakistan,Pakistan,Dhaka,2000-06-02,233,runs
India,Pakistan,Pakistan,Dhaka,2000-06-03,44,runs
Pakistan,Sri Lanka,Pakistan,Dhaka,2000-06-05,7,wickets
Pakistan,Sri Lanka,Pakistan,Dhaka,2000-06-07,39,runs
Sri Lanka,Pakistan,Sri Lanka,Galle,2000-07-05,5,wickets
Sri Lanka,South Africa,Sri Lanka,Galle,2000-07-06,37,runs
West Indies,Zimbabwe,Zimbabwe,Bristol,2000-07-06,6,wickets
Pakistan,South Africa,South Africa,Colombo (RPS),2000-07-08,18,runs
England,Zimbabwe,Zimbabwe,The Oval,2000-07-08,5,wickets
Sri Lanka,Pakistan,Sri Lanka,Colombo (RPS),2000-07-09,6,wickets
England,West Indies,no result,Lord's,2000-07-09,,
Sri Lanka,South Africa,Sri Lanka,Colombo (SSC),2000-07-11,8,wickets
West Indies,Zimbabwe,Zimbabwe,Canterbury,2000-07-11,70,runs
Pakistan,South Africa,South Africa,Colombo (SSC),2000-07-12,7,wickets
England,Zimbabwe,England,Manchester,2000-07-13,8,wickets
Sri Lanka,South Africa,Sri Lanka,Colombo (RPS),2000-07-14,30,runs
England,West Indies,England,Chester-le-Street,2000-07-15,10,wickets
West Indies,Zimbabwe,Zimbabwe,Chester-le-Street,2000-07-16,6,wickets
England,Zimbabwe,England,Birmingham,2000-07-18,52,runs
England,West Indies,West Indies,Nottingham,2000-07-20,3,runs
England,Zimbabwe,England,Lord's,2000-07-22,6,wickets
Australia,South Africa,Australia,Melbourne (Docklands),2000-08-16,94,runs
Australia,South Africa,tied,Melbourne (Docklands),2000-08-18,,
Australia,South Africa,South Africa,Melbourne (Docklands),2000-08-20,8,runs
New Zealand,Pakistan,Pakistan,Singapore,2000-08-20,12,runs
Pakistan,South Africa,Pakistan,Singapore,2000-08-23,28,runs
New Zealand,South Africa,South Africa,Singapore,2000-08-25,8,wickets
Pakistan,South Africa,South Africa,Singapore,2000-08-27,93,runs
Zimbabwe,New Zealand,New Zealand,Harare,2000-09-27,7,wickets
Zimbabwe,New Zealand,Zimbabwe,Bulawayo,2000-09-30,21,runs
Zimbabwe,New Zealand,Zimbabwe,Bulawayo,2000-10-01,6,wickets
Kenya,India,India,Nairobi (Gym),2000-10-03,8,wickets
Sri Lanka,West Indies,Sri Lanka,Nairobi (Gym),2000-10-04,108,runs
Bangladesh,England,England,Nairobi (Gym),2000-10-05,8,wickets
Australia,India,India,Nairobi (Gym),2000-10-07,20,runs
Pakistan,Sri Lanka,Pakistan,Nairobi (Gym),2000-10-08,9,wickets
New Zealand,Zimbabwe,New Zealand,Nairobi (Gym),2000-10-09,64,runs
England,South Africa,South Africa,Nairobi (Gym),2000-10-10,8,wickets
New Zealand,Pakistan,New Zealand,Nairobi (Gym),2000-10-11,4,wickets
India,South Africa,India,Nairobi (Gym),2000-10-13,95,runs
India,New Zealand,New Zealand,Nairobi (Gym),2000-10-15,4,wickets
India,Sri Lanka,Sri Lanka,Sharjah,2000-10-20,5,wickets
South Africa,New Zealand,no result,Potchefstroom,2000-10-20,,
Sri Lanka,Zimbabwe,Sri Lanka,Sharjah,2000-10-21,7,wickets
South Africa,New Zealand,South Africa,Benoni,2000-10-22,6,wickets
India,Zimbabwe,India,Sharjah,2000-10-22,13,runs
Pakistan,England,England,Karachi,2000-10-24,5,wickets
Sri Lanka,Zimbabwe,Sri Lanka,Sharjah,2000-10-25,123,runs
South Africa,New Zealand,South Africa,Centurion,2000-10-25,115,runs
India,Zimbabwe,India,Sharjah,2000-10-26,3,wickets
Pakistan,England,Pakistan,Lahore,2000-10-27,8,wickets
India,Sri Lanka,Sri Lanka,Sharjah,2000-10-27,68,runs
South Africa,New Zealand,South Africa,Kimberley,2000-10-28,5,wickets
India,Sri Lanka,Sri Lanka,Sharjah,2000-10-29,245,runs
Pakistan,England,Pakistan,Rawalpindi,2000-10-30,6,wickets
South Africa,New Zealand,South Africa,Durban,2000-11-01,6,wickets
South Africa,New Zealand,South Africa,Cape Town,2000-11-04,3,wickets
India,Zimbabwe,India,Cuttack,2000-12-02,3,wickets
India,Zimbabwe,India,Ahmedabad,2000-12-05,61,runs
India,Zimbabwe,Zimbabwe,Jodhpur,2000-12-08,1,wicket
India,Zimbabwe,India,Kanpur,2000-12-11,9,wickets
India,Zimbabwe,India,Rajkot,2000-12-14,39,runs
South Africa,Sri Lanka,South Africa,Port Elizabeth,2000-12-15,4,wickets
South Africa,Sri Lanka,South Africa,East London,2000-12-17,95,runs
New Zealand,Zimbabwe,Zimbabwe,Taupo,2001-01-02,70,runs
New Zealand,Zimbabwe,New Zealand,Wellington,2001-01-04,8,wickets
New Zealand,Zimbabwe,Zimbabwe,Auckland,2001-01-07,1,wicket
South Africa,Sri Lanka,South Africa,Paarl,2001-01-09,8,wickets
Australia,West Indies,Australia,Melbourne,2001-01-11,74,runs
South Africa,Sri Lanka,South Africa,Cape Town,2001-01-11,99,runs
West Indies,Zimbabwe,West Indies,Brisbane,2001-01-13,1,wicket
Australia,West Indies,Australia,Brisbane,2001-01-14,9,wickets
South Africa,Sri Lanka,South Africa,Bloemfontein,2001-01-14,5,wickets
Australia,West Indies,Australia,Sydney,2001-01-17,28,runs
South Africa,Sri Lanka,Sri Lanka,Johannesburg,2001-01-17,4,runs
Australia,Zimbabwe,Australia,Melbourne,2001-01-21,8,wickets
West Indies,Zimbabwe,Zimbabwe,Sydney,2001-01-23,47,runs
West Indies,Zimbabwe,West Indies,Adelaide,2001-01-25,77,runs
Australia,West Indies,Australia,Adelaide,2001-01-26,10,wickets
Australia,Zimbabwe,Australia,Sydney,2001-01-28,86,runs
Australia,Zimbabwe,Australia,Hobart,2001-01-30,6,wickets
New Zealand,Sri Lanka,Sri Lanka,Napier,2001-01-31,61,runs
West Indies,Zimbabwe,West Indies,Perth,2001-02-02,44,runs
New Zealand,Sri Lanka,Sri Lanka,Wellington,2001-02-03,3,wickets
Australia,Zimbabwe,Australia,Perth,2001-02-04,1,run
New Zealand,Sri Lanka,Sri Lanka,Auckland,2001-02-06,9,wickets
Australia,West Indies,Australia,Sydney,2001-02-07,134,runs
New Zealand,Sri Lanka,Sri Lanka,Hamilton,2001-02-08,3,runs
Australia,West Indies,Australia,Melbourne,2001-02-09,39,runs
New Zealand,Sri Lanka,New Zealand,Christchurch,2001-02-11,13,runs
New Zealand,Pakistan,Pakistan,Auckland,,6,wickets
New Zealand,Pakistan,New Zealand,Napier,2001-02-20,6,wickets
New Zealand,Pakistan,Pakistan,Wellington,2001-02-22,28,runs
New Zealand,Pakistan,New Zealand,Christchurch,2001-02-25,138,runs
New Zealand,Pakistan,New Zealand,Dunedin,2001-02-28,4,wickets
Sri Lanka,England,Sri Lanka,Dambulla,2001-03-23,5,wickets
Sri Lanka,England,Sri Lanka,Colombo (RPS),2001-03-25,66,runs
India,Australia,India,Bengaluru,2001-03-25,60,runs
Sri Lanka,England,Sri Lanka,Colombo (SSC),2001-03-27,10,wickets
India,Australia,Australia,Pune,2001-03-28,8,wickets
India,Australia,India,Indore,2001-03-31,118,runs
India,Australia,Australia,Visakhapatnam,2001-04-03,93,runs
India,Australia,Australia,Margao,2001-04-06,4,wickets
Zimbabwe,Bangladesh,Zimbabwe,Harare,2001-04-07,7,wickets
Zimbabwe,Bangladesh,Zimbabwe,Harare,2001-04-08,127,runs
Pakistan,Sri Lanka,Pakistan,Sharjah,2001-04-08,16,runs
New Zealand,Sri Lanka,Sri Lanka,Sharjah,2001-04-10,106,runs
Zimbabwe,Bangladesh,Zimbabwe,Bulawayo,2001-04-11,36,runs
New Zealand,Pakistan,Pakistan,Sharjah,2001-04-12,8,wickets
Pakistan,Sri Lanka,Pakistan,Sharjah,2001-04-13,28,runs
New Zealand,Pakistan,Pakistan,Sharjah,2001-04-15,7,wickets
New Zealand,Sri Lanka,New Zealand,Sharjah,2001-04-17,79,runs
Pakistan,Sri Lanka,Sri Lanka,Sharjah,2001-04-20,77,runs
West Indies,South Africa,West Indies,Kingston,2001-04-28,3,wickets
West Indies,South Africa,South Africa,St John's,2001-05-02,8,wickets
West Indies,South Africa,South Africa,St George's,2001-05-05,132,runs
West Indies,South Africa,South Africa,St George's,2001-05-06,8,wickets
West Indies,South Africa,South Africa,Bridgetown,2001-05-09,7,wickets
West Indies,South Africa,South Africa,Port of Spain,2001-05-12,53,runs
West Indies,South Africa,West Indies,Kingstown,2001-05-16,6,wickets
England,Pakistan,Pakistan,Birmingham,2001-06-07,108,runs
Australia,Pakistan,Australia,Cardiff,2001-06-09,7,wickets
England,Australia,Australia,Bristol,2001-06-10,5,wickets
England,Pakistan,Pakistan,Lord's,2001-06-12,2,runs
England,Australia,Australia,Manchester,2001-06-14,125,runs
England,Pakistan,Pakistan,Leeds,2001-06-17,,
Australia,Pakistan,Pakistan,Nottingham,2001-06-19,36,runs
England,Australia,Australia,The Oval,2001-06-21,8,wickets
Zimbabwe,West Indies,West Indies,Harare,2001-06-23,27,runs
Australia,Pakistan,Australia,Lord's,2001-06-23,9,wickets
Zimbabwe,India,India,Harare,2001-06-24,9,wickets
Zimbabwe,India,India,Bulawayo,2001-06-27,4,wickets
India,West Indies,India,Bulawayo,2001-06-30,6,wickets
