,Team 1,Team 2,Winner,Ground,Match Date,Margin Value,Margin Type
1296,Zimbabwe,Pakistan,Pakistan,Harare,1998-03-28,4.0,wickets
1297,Zimbabwe,Pakistan,Pakistan,Harare,1998-03-29,4.0,wickets
1298,West Indies,England,England,Bridgetown,1998-03-29,16.0,runs
1300,West Indies,England,West Indies,Bridgetown,1998-04-01,1.0,wicket
1299,India,Australia,India,Kochi,1998-04-01,41.0,runs
1301,Australia,Zimbabwe,Australia,Ahmedabad,1998-04-03,13.0,runs
1302,South Africa,Pakistan,South Africa,Durban,1998-04-03,52.0,runs
1303,West Indies,England,West Indies,Kingstown,1998-04-04,5.0,wickets
1304,India,Zimbabwe,India,Vadodara,1998-04-05,13.0,runs
1305,South Africa,Sri Lanka,South Africa,Johannesburg,1998-04-05,57.0,runs
1306,West Indies,England,West Indies,Kingstown,1998-04-05,4.0,wickets
1307,India,Australia,India,Kanpur,1998-04-07,6.0,wickets
1308,Pakistan,Sri Lanka,Pakistan,Kimberley,1998-04-07,4.0,wickets
1309,West Indies,England,West Indies,Port of Spain,1998-04-08,57.0,runs
1311,Pakistan,Sri Lanka,Pakistan,Paarl,1998-04-09,110.0,runs
1310,India,Zimbabwe,India,Cuttack,1998-04-09,32.0,runs
1312,Australia,Zimbabwe,Australia,Delhi,1998-04-11,16.0,runs
1313,South Africa,Pakistan,South Africa,East London,1998-04-11,3.0,wickets
1314,South Africa,Sri Lanka,Sri Lanka,Port Elizabeth,1998-04-13,6.0,wickets
1315,India,Australia,Australia,Delhi,1998-04-14,4.0,wickets
1316,Pakistan,Sri Lanka,Sri Lanka,Benoni,1998-04-15,115.0,runs
1317,South Africa,Pakistan,South Africa,Centurion,1998-04-17,7.0,wickets
1318,India,New Zealand,India,Sharjah,1998-04-17,15.0,runs
1319,Australia,New Zealand,Australia,Sharjah,1998-04-18,6.0,wickets
1320,South Africa,Sri Lanka,South Africa,Bloemfontein,1998-04-19,5.0,wickets
1321,Australia,India,Australia,Sharjah,1998-04-19,58.0,runs
1322,India,New Zealand,New Zealand,Sharjah,1998-04-20,4.0,wickets
1323,Australia,New Zealand,Australia,Sharjah,1998-04-21,5.0,wickets
1324,Australia,India,Australia,Sharjah,1998-04-22,26.0,runs
1325,South Africa,Pakistan,South Africa,Cape Town,1998-04-23,9.0,wickets
1326,Australia,India,India,Sharjah,1998-04-24,6.0,wickets
1327,India,Bangladesh,India,Mohali,1998-05-14,5.0,wickets
1328,Bangladesh,Kenya,Bangladesh,Hyderabad (Deccan),1998-05-17,6.0,wickets
1329,India,Kenya,India,Bengaluru,1998-05-20,4.0,wickets
1330,England,South Africa,South Africa,The Oval,1998-05-21,3.0,wickets
1331,Bangladesh,Kenya,Kenya,Chennai,1998-05-23,28.0,runs
1332,England,South Africa,South Africa,Manchester,1998-05-23,32.0,runs
1333,England,South Africa,England,Leeds,1998-05-24,7.0,wickets
1334,India,Bangladesh,India,Mumbai,1998-05-25,5.0,wickets
1335,India,Kenya,Kenya,Gwalior,1998-05-28,69.0,runs
1336,India,Kenya,India,Kolkata,1998-05-31,9.0,wickets
1337,Sri Lanka,India,India,Colombo (RPS),1998-06-19,8.0,wickets
1338,Sri Lanka,New Zealand,Sri Lanka,Colombo (RPS),1998-06-21,7.0,wickets
1339,India,New Zealand,no result,Colombo (RPS),1998-06-23,8.0,wickets
1340,Sri Lanka,India,Sri Lanka,Colombo (SSC),1998-07-01,8.0,runs
1341,India,New Zealand,no result,Colombo (SSC),1998-07-03,48.0,runs
1342,Sri Lanka,New Zealand,Sri Lanka,Colombo (SSC),1998-07-05,87.0,runs
1343,Sri Lanka,India,India,Colombo (RPS),1998-07-07,6.0,runs
1344,South Africa,Sri Lanka,Sri Lanka,Nottingham,1998-08-14,57.0,runs
1345,England,Sri Lanka,England,Lord's,1998-08-16,36.0,runs
1346,England,South Africa,South Africa,Birmingham,1998-08-18,14.0,runs
1347,England,Sri Lanka,Sri Lanka,Lord's,1998-08-20,5.0,wickets
1348,India,Pakistan,India,Toronto,1998-09-12,6.0,wickets
1349,India,Pakistan,Pakistan,Toronto,1998-09-13,51.0,runs
1350,India,Pakistan,Pakistan,Toronto,1998-09-16,77.0,runs
1351,India,Pakistan,Pakistan,Toronto,1998-09-19,134.0,runs
1352,India,Pakistan,Pakistan,Toronto,1998-09-20,5.0,wickets
1353,Zimbabwe,India,India,Bulawayo,1998-09-26,8.0,wickets
1354,Zimbabwe,India,India,Bulawayo,1998-09-27,8.0,wickets
1355,Zimbabwe,India,Zimbabwe,Harare,1998-09-30,37.0,runs
1356,New Zealand,Zimbabwe,New Zealand,Dhaka,1998-10-24,5.0,wickets
1357,England,South Africa,South Africa,Dhaka,1998-10-25,6.0,wickets
1358,New Zealand,Sri Lanka,Sri Lanka,Dhaka,1998-10-26,5.0,wickets
1359,Australia,India,India,Dhaka,1998-10-28,44.0,runs
1360,Pakistan,West Indies,West Indies,Dhaka,1998-10-29,30.0,runs
1361,South Africa,Sri Lanka,South Africa,Dhaka,1998-10-30,92.0,runs
1362,India,West Indies,West Indies,Dhaka,1998-10-31,6.0,wickets
1363,South Africa,West Indies,South Africa,Dhaka,1998-11-01,4.0,wickets
1364,Pakistan,Australia,Australia,Karachi,1998-11-06,86.0,runs
1365,India,Sri Lanka,India,Sharjah,1998-11-06,3.0,wickets
1366,Sri Lanka,Zimbabwe,Zimbabwe,Sharjah,1998-11-07,7.0,wickets
1367,Pakistan,Australia,Australia,Peshawar,1998-11-08,5.0,wickets
1368,India,Zimbabwe,India,Sharjah,1998-11-08,7.0,wickets
1369,India,Sri Lanka,India,Sharjah,1998-11-09,81.0,runs
1371,Sri Lanka,Zimbabwe,Zimbabwe,Sharjah,1998-11-10,24.0,runs
1370,Pakistan,Australia,Australia,Lahore,1998-11-10,6.0,wickets
1372,India,Zimbabwe,Zimbabwe,Sharjah,1998-11-11,13.0,runs
1373,India,Zimbabwe,India,Sharjah,1998-11-13,10.0,wickets
1374,Pakistan,Zimbabwe,Pakistan,Gujranwala,1998-11-20,4.0,wickets
1375,Pakistan,Zimbabwe,Zimbabwe,Sheikhupura,1998-11-22,6.0,wickets
1376,Pakistan,Zimbabwe,Pakistan,Rawalpindi,1998-11-24,111.0,runs
1377,New Zealand,India,New Zealand,Taupo,1999-01-09,5.0,wickets
1378,Australia,England,England,Brisbane,1999-01-10,7.0,runs
1379,England,Sri Lanka,England,Brisbane,1999-01-11,4.0,wickets
1380,New Zealand,India,India,Napier,1999-01-12,2.0,wickets
1381,Australia,Sri Lanka,Australia,Sydney,1999-01-13,8.0,wickets
1382,New Zealand,India,no result,Wellington,1999-01-14,8.0,wickets
1383,Australia,England,Australia,Melbourne,1999-01-15,9.0,wickets
1384,New Zealand,India,India,Auckland,1999-01-16,5.0,wickets
1385,Australia,England,England,Sydney,1999-01-17,7.0,runs
1387,England,Sri Lanka,England,Melbourne,1999-01-19,7.0,wickets
1386,New Zealand,India,New Zealand,Christchurch,1999-01-19,70.0,runs
1388,Australia,Sri Lanka,Sri Lanka,Hobart,1999-01-21,3.0,wickets
1389,South Africa,West Indies,South Africa,Johannesburg,1999-01-22,2.0,wickets
1390,England,Sri Lanka,Sri Lanka,Adelaide,1999-01-23,1.0,wicket
1392,South Africa,West Indies,West Indies,East London,1999-01-24,43.0,runs
1391,Australia,Sri Lanka,Australia,Adelaide,1999-01-24,80.0,runs
1393,Australia,England,Australia,Adelaide,1999-01-26,16.0,runs
1394,South Africa,West Indies,South Africa,Durban,1999-01-27,55.0,runs
1395,England,Sri Lanka,England,Perth,1999-01-29,128.0,runs
1396,South Africa,West Indies,South Africa,Port Elizabeth,1999-01-30,99.0,runs
1397,Australia,Sri Lanka,Australia,Perth,1999-01-31,45.0,runs
1398,South Africa,West Indies,South Africa,Cape Town,1999-02-02,89.0,runs
1399,England,Sri Lanka,Sri Lanka,Sydney,1999-02-03,11.0,runs
1400,Australia,England,Australia,Sydney,1999-02-05,4.0,wickets
1401,South Africa,West Indies,South Africa,Bloemfontein,1999-02-05,114.0,runs
1403,South Africa,West Indies,South Africa,Centurion,1999-02-07,50.0,runs
1402,Australia,Sri Lanka,Australia,Melbourne,1999-02-07,43.0,runs
1404,Australia,England,Australia,Sydney,1999-02-10,10.0,runs
1405,Australia,England,Australia,Melbourne,1999-02-13,162.0,runs
1406,New Zealand,South Africa,New Zealand,Dunedin,1999-02-14,3.0,wickets
1407,New Zealand,South Africa,South Africa,Christchurch,1999-02-17,7.0,wickets
1408,New Zealand,South Africa,New Zealand,Auckland,1999-02-20,7.0,wickets
1409,Bangladesh,Pakistan,Pakistan,Dhaka,1999-03-16,152.0,runs
1410,Pakistan,Sri Lanka,Pakistan,Jamshedpur,1999-03-19,9.0,runs
1411,Kenya,Zimbabwe,Zimbabwe,Dhaka,1999-03-19,133.0,runs
1412,Bangladesh,Kenya,Kenya,Dhaka,1999-03-20,8.0,wickets
1413,Bangladesh,Zimbabwe,Zimbabwe,Dhaka,1999-03-21,126.0,runs
1414,India,Sri Lanka,India,Nagpur,1999-03-22,80.0,runs
1415,Kenya,Zimbabwe,Zimbabwe,Dhaka,1999-03-23,64.0,runs
1416,India,Pakistan,Pakistan,Jaipur,1999-03-24,143.0,runs
1417,Bangladesh,Kenya,Kenya,Dhaka,1999-03-24,73.0,runs
1419,Bangladesh,Zimbabwe,Zimbabwe,Dhaka,1999-03-25,3.0,wickets
1418,New Zealand,South Africa,no result,Napier,1999-03-25,3.0,wickets
1420,New Zealand,South Africa,South Africa,Napier,1999-03-26,2.0,wickets
1423,Kenya,Zimbabwe,Zimbabwe,Dhaka,1999-03-27,202.0,runs
1421,New Zealand,South Africa,South Africa,Auckland,1999-03-27,143.0,runs
1422,Pakistan,Sri Lanka,Sri Lanka,Visakhapatnam,1999-03-27,12.0,runs
1424,New Zealand,South Africa,no result,Wellington,1999-03-30,51.0,runs
1425,India,Sri Lanka,India,Pune,1999-03-30,51.0,runs
1426,India,Pakistan,Pakistan,Mohali,1999-04-01,7.0,wickets
1427,India,Pakistan,Pakistan,Bengaluru,1999-04-04,123.0,runs
1428,England,Pakistan,Pakistan,Sharjah,1999-04-07,90.0,runs
1429,India,Pakistan,Pakistan,Sharjah,1999-04-08,116.0,runs
1430,England,India,India,Sharjah,1999-04-09,20.0,runs
1432,West Indies,Australia,West Indies,Kingstown,1999-04-11,44.0,runs
1431,England,India,India,Sharjah,1999-04-11,9.0,runs
1433,England,Pakistan,England,Sharjah,1999-04-12,62.0,runs
1434,India,Pakistan,India,Sharjah,1999-04-13,6.0,wickets
1435,West Indies,Australia,Australia,St George's,1999-04-14,46.0,runs
1436,India,Pakistan,Pakistan,Sharjah,1999-04-16,8.0,wickets
1437,West Indies,Australia,West Indies,Port of Spain,1999-04-17,5.0,wickets
1438,West Indies,Australia,Australia,Port of Spain,1999-04-18,20.0,runs
1439,West Indies,Australia,tied,Georgetown,1999-04-21,12.0,runs
1440,West Indies,Australia,Australia,Bridgetown,1999-04-24,4.0,wickets
1441,West Indies,Australia,West Indies,Bridgetown,1999-04-25,8.0,wickets
1442,England,Sri Lanka,England,Lord's,1999-05-14,8.0,wickets
1443,India,South Africa,South Africa,Hove,1999-05-15,4.0,wickets
1444,Kenya,Zimbabwe,Zimbabwe,Taunton,1999-05-15,5.0,wickets
1445,Australia,Scotland,Australia,Worcester,1999-05-16,6.0,wickets
1446,Pakistan,West Indies,Pakistan,Bristol,1999-05-16,27.0,runs
1447,Bangladesh,New Zealand,New Zealand,Chelmsford,1999-05-17,6.0,wickets
1448,England,Kenya,England,Canterbury,1999-05-18,9.0,wickets
1450,South Africa,Sri Lanka,South Africa,Northampton,1999-05-19,89.0,runs
1449,India,Zimbabwe,Zimbabwe,Leicester,1999-05-19,3.0,runs
1452,Pakistan,Scotland,Pakistan,Chester-le-Street,1999-05-20,94.0,runs
1451,Australia,New Zealand,New Zealand,Cardiff,1999-05-20,5.0,wickets
1453,Bangladesh,West Indies,West Indies,Dublin,1999-05-21,7.0,wickets
1454,England,South Africa,South Africa,The Oval,1999-05-22,122.0,runs
1455,Sri Lanka,Zimbabwe,Sri Lanka,Worcester,1999-05-22,4.0,wickets
1456,India,Kenya,India,Bristol,1999-05-23,94.0,runs
1457,Australia,Pakistan,Pakistan,Leeds,1999-05-23,10.0,runs
1458,Scotland,Bangladesh,Bangladesh,Edinburgh,1999-05-24,22.0,runs
1459,New Zealand,West Indies,West Indies,Southampton,1999-05-24,7.0,wickets
1460,England,Zimbabwe,England,Nottingham,1999-05-25,7.0,wickets
1461,Kenya,South Africa,South Africa,Amstelveen,1999-05-26,7.0,wickets
1462,India,Sri Lanka,India,Taunton,1999-05-26,157.0,runs
1463,Australia,Bangladesh,Australia,Chester-le-Street,1999-05-27,7.0,wickets
1464,Scotland,West Indies,West Indies,Leicester,1999-05-27,8.0,wickets
1465,New Zealand,Pakistan,Pakistan,Derby,1999-05-28,62.0,runs
1467,South Africa,Zimbabwe,Zimbabwe,Chelmsford,1999-05-29,48.0,runs
1468,Kenya,Sri Lanka,Sri Lanka,Southampton,1999-05-30,45.0,runs
1469,Australia,West Indies,Australia,Manchester,1999-05-30,6.0,wickets
1470,Bangladesh,Pakistan,Bangladesh,Northampton,1999-05-31,62.0,runs
1471,Scotland,New Zealand,New Zealand,Edinburgh,1999-05-31,6.0,wickets
1472,Australia,India,Australia,The Oval,1999-06-04,77.0,runs
1473,Pakistan,South Africa,South Africa,Nottingham,1999-06-05,3.0,wickets
1475,India,Pakistan,India,Manchester,1999-06-08,47.0,runs
1476,Australia,Zimbabwe,Australia,Lord's,1999-06-09,44.0,runs
1477,New Zealand,South Africa,South Africa,Birmingham,1999-06-10,74.0,runs
1478,Pakistan,Zimbabwe,Pakistan,The Oval,1999-06-11,148.0,runs
1479,India,New Zealand,New Zealand,Nottingham,1999-06-12,5.0,wickets
1480,Australia,South Africa,Australia,Leeds,1999-06-13,5.0,wickets
1481,New Zealand,Pakistan,Pakistan,Manchester,1999-06-16,9.0,wickets
1482,Australia,South Africa,tied,Birmingham,1999-06-17,8.0,wickets
1483,Australia,Pakistan,Australia,Lord's,1999-06-20,8.0,wickets
1484,Sri Lanka,Australia,Australia,Galle,1999-08-22,50.0,runs
1485,Australia,India,Australia,Galle,1999-08-23,8.0,wickets
1486,Sri Lanka,India,Sri Lanka,Colombo (RPS),1999-08-25,7.0,wickets
1487,Sri Lanka,Australia,Australia,Colombo (RPS),1999-08-26,27.0,runs
1488,Australia,India,Australia,Colombo (SSC),1999-08-28,41.0,runs
1489,Sri Lanka,India,India,Colombo (SSC),1999-08-29,23.0,runs
1490,Sri Lanka,Australia,Sri Lanka,Colombo (RPS),1999-08-31,8.0,wickets
1491,West Indies,Zimbabwe,West Indies,Singapore,1999-09-02,6.0,wickets
1492,India,Zimbabwe,India,Singapore,1999-09-04,115.0,runs
1493,India,West Indies,West Indies,Singapore,1999-09-05,42.0,runs
1494,India,West Indies,no result,Singapore,1999-09-07,23.0,runs
1495,India,West Indies,West Indies,Singapore,1999-09-08,4.0,wickets
1496,India,West Indies,India,Toronto,1999-09-11,8.0,wickets
1497,India,West Indies,West Indies,Toronto,1999-09-12,70.0,runs
1498,India,West Indies,India,Toronto,1999-09-14,88.0,runs
1499,Pakistan,West Indies,Pakistan,Toronto,1999-09-16,15.0,runs
1500,Pakistan,West Indies,Pakistan,Toronto,1999-09-18,42.0,runs
1501,Pakistan,West Indies,Pakistan,Toronto,1999-09-19,7.0,wickets
1502,Kenya,Zimbabwe,Zimbabwe,Nairobi (Gym),1999-09-25,3.0,wickets
1503,India,South Africa,India,Nairobi (Gym),1999-09-26,8.0,wickets
1504,South Africa,Zimbabwe,South Africa,Nairobi (Gym),1999-09-28,9.0,wickets
1505,Kenya,India,India,Nairobi (Gym),1999-09-29,58.0,runs
1506,Kenya,South Africa,South Africa,Nairobi (Gym),1999-09-30,24.0,runs
1507,India,Zimbabwe,India,Nairobi (Gym),1999-10-01,107.0,runs
1508,India,South Africa,South Africa,Nairobi (Gym),1999-10-03,26.0,runs
1509,Bangladesh,West Indies,West Indies,Dhaka,1999-10-08,73.0,runs
1510,Bangladesh,West Indies,West Indies,Dhaka,1999-10-09,109.0,runs
1511,Sri Lanka,West Indies,West Indies,Sharjah,1999-10-13,3.0,wickets
1512,Pakistan,West Indies,Pakistan,Sharjah,1999-10-14,130.0,runs
1513,Pakistan,Sri Lanka,tied,Sharjah,1999-10-15,70.0,runs
1514,Sri Lanka,West Indies,Sri Lanka,Sharjah,1999-10-17,9.0,wickets
1515,Pakistan,Sri Lanka,Pakistan,Sharjah,1999-10-18,118.0,runs
1516,Pakistan,West Indies,Pakistan,Sharjah,1999-10-19,138.0,runs
1517,Zimbabwe,Australia,Australia,Bulawayo,1999-10-21,83.0,runs
1518,Pakistan,Sri Lanka,Pakistan,Sharjah,1999-10-22,88.0,runs
1519,Zimbabwe,Australia,Australia,Harare,1999-10-23,9.0,wickets
1520,Zimbabwe,Australia,Australia,Harare,1999-10-24,9.0,wickets
1521,India,New Zealand,New Zealand,Rajkot,1999-11-05,43.0,runs
1522,India,New Zealand,India,Hyderabad (Deccan),1999-11-08,174.0,runs
1523,India,New Zealand,India,Gwalior,1999-11-11,14.0,runs
1524,India,New Zealand,New Zealand,Guwahati,1999-11-14,48.0,runs
1525,India,New Zealand,India,Delhi,1999-11-17,7.0,wickets
1526,Zimbabwe,Sri Lanka,no result,Bulawayo,1999-12-11,10.0,wickets
1527,Zimbabwe,Sri Lanka,Sri Lanka,Bulawayo,1999-12-12,13.0,runs
1528,Zimbabwe,Sri Lanka,Sri Lanka,Harare,1999-12-15,98.0,runs
1529,Zimbabwe,Sri Lanka,Sri Lanka,Harare,1999-12-18,6.0,wickets
1530,Zimbabwe,Sri Lanka,Zimbabwe,Harare,1999-12-19,6.0,wickets
1531,New Zealand,West Indies,New Zealand,Auckland,2000-01-02,3.0,wickets
1532,New Zealand,West Indies,New Zealand,Taupo,2000-01-04,7.0,wickets
1533,New Zealand,West Indies,New Zealand,Napier,2000-01-06,4.0,wickets
1535,Australia,Pakistan,Pakistan,Brisbane,2000-01-09,45.0,runs
1536,India,Pakistan,Pakistan,Brisbane,2000-01-10,2.0,wickets
1537,New Zealand,West Indies,New Zealand,Christchurch,2000-01-11,20.0,runs
1538,Australia,India,Australia,Melbourne,2000-01-12,28.0,runs
1539,Australia,India,Australia,Sydney,2000-01-14,5.0,wickets
1540,Australia,Pakistan,Australia,Melbourne,2000-01-16,6.0,wickets
1541,Australia,Pakistan,Australia,Sydney,2000-01-19,81.0,runs
1542,India,Pakistan,Pakistan,Hobart,2000-01-21,32.0,runs
1543,South Africa,Zimbabwe,South Africa,Johannesburg,2000-01-21,6.0,wickets
1545,South Africa,England,England,Bloemfontein,2000-01-23,9.0,wickets
1544,Australia,Pakistan,Australia,Melbourne,2000-01-23,15.0,runs
1546,India,Pakistan,India,Adelaide,2000-01-25,48.0,runs
1547,Australia,India,Australia,Adelaide,2000-01-26,152.0,runs
1548,South Africa,England,South Africa,Cape Town,2000-01-26,1.0,run
1549,India,Pakistan,Pakistan,Perth,2000-01-28,104.0,runs
1550,England,Zimbabwe,Zimbabwe,Cape Town,2000-01-28,104.0,runs
1551,Australia,India,Australia,Perth,2000-01-30,4.0,wickets
1552,England,Zimbabwe,England,Kimberley,2000-01-30,8.0,wickets
1553,Australia,Pakistan,Australia,Melbourne,2000-02-02,6.0,wickets
1554,South Africa,Zimbabwe,Zimbabwe,Durban,2000-02-02,2.0,wickets
1555,Australia,Pakistan,Australia,Sydney,2000-02-04,152.0,runs
1556,South Africa,England,South Africa,East London,2000-02-04,2.0,wickets
1557,South Africa,Zimbabwe,South Africa,Port Elizabeth,2000-02-06,53.0,runs
1559,South Africa,England,South Africa,Johannesburg,2000-02-13,38.0,runs
1558,Pakistan,Sri Lanka,Sri Lanka,Karachi,2000-02-13,29.0,runs
1560,Pakistan,Sri Lanka,Sri Lanka,Gujranwala,2000-02-16,34.0,runs
1561,Zimbabwe,England,England,Bulawayo,2000-02-16,5.0,wickets
1562,New Zealand,Australia,no result,Wellington,2000-02-17,3.0,wickets
1563,Zimbabwe,England,England,Bulawayo,2000-02-18,1.0,wicket
1564,New Zealand,Australia,Australia,Auckland,2000-02-19,5.0,wickets
1565,Pakistan,Sri Lanka,Sri Lanka,Lahore,2000-02-19,104.0,runs
1566,Zimbabwe,England,England,Harare,2000-02-20,85.0,runs
1567,New Zealand,Australia,Australia,Dunedin,2000-02-23,50.0,runs
1568,New Zealand,Australia,Australia,Christchurch,2000-02-26,48.0,runs
1569,New Zealand,Australia,Australia,Napier,2000-03-01,5.0,wickets
1570,New Zealand,Australia,New Zealand,Auckland,2000-03-03,7.0,wickets
1571,India,South Africa,India,Kochi,2000-03-09,3.0,wickets
1572,India,South Africa,India,Jamshedpur,2000-03-12,6.0,wickets
1573,India,South Africa,South Africa,Faridabad,2000-03-15,2.0,wickets
1574,India,South Africa,India,Vadodara,2000-03-17,4.0,wickets
1575,India,South Africa,South Africa,Nagpur,2000-03-19,10.0,runs
1576,India,South Africa,South Africa,Sharjah,2000-03-22,10.0,wickets
1577,India,Pakistan,India,Sharjah,2000-03-23,5.0,wickets
1578,Pakistan,South Africa,South Africa,Sharjah,2000-03-24,3.0,wickets
1579,India,Pakistan,Pakistan,Sharjah,2000-03-26,98.0,runs
1580,India,South Africa,South Africa,Sharjah,2000-03-27,6.0,wickets
1581,Pakistan,South Africa,Pakistan,Sharjah,2000-03-28,67.0,runs
1582,Pakistan,South Africa,Pakistan,Sharjah,2000-03-31,16.0,runs
1583,West Indies,Zimbabwe,West Indies,Kingston,2000-04-01,87.0,runs
1584,West Indies,Zimbabwe,West Indies,Kingston,2000-04-02,41.0,runs
1585,Pakistan,Zimbabwe,Pakistan,St John's,2000-04-05,5.0,wickets
1586,South Africa,Australia,South Africa,Durban,2000-04-12,6.0,wickets
1587,West Indies,Pakistan,West Indies,Kingstown,2000-04-12,96.0,runs
1588,South Africa,Australia,Australia,Cape Town,2000-04-14,5.0,wickets
1589,Pakistan,Zimbabwe,Pakistan,St George's,2000-04-15,6.0,wickets
1590,South Africa,Australia,South Africa,Johannesburg,2000-04-16,4.0,wickets
1591,West Indies,Pakistan,West Indies,St George's,2000-04-16,17.0,runs
1592,West Indies,Pakistan,Pakistan,Bridgetown,2000-04-19,17.0,runs
1593,West Indies,Pakistan,West Indies,Port of Spain,2000-04-22,60.0,runs
1594,West Indies,Pakistan,Pakistan,Port of Spain,2000-04-23,4.0,wickets
1595,Bangladesh,Sri Lanka,Sri Lanka,Dhaka,2000-05-29,9.0,wickets
1597,India,Sri Lanka,Sri Lanka,Dhaka,2000-06-01,71.0,runs
1598,Bangladesh,Pakistan,Pakistan,Dhaka,2000-06-02,233.0,runs
1599,India,Pakistan,Pakistan,Dhaka,2000-06-03,44.0,runs
1600,Pakistan,Sri Lanka,Pakistan,Dhaka,2000-06-05,7.0,wickets
1601,Pakistan,Sri Lanka,Pakistan,Dhaka,2000-06-07,39.0,runs
1602,Sri Lanka,Pakistan,Sri Lanka,Galle,2000-07-05,5.0,wickets
1603,Sri Lanka,South Africa,Sri Lanka,Galle,2000-07-06,37.0,runs
1604,West Indies,Zimbabwe,Zimbabwe,Bristol,2000-07-06,6.0,wickets
1605,Pakistan,South Africa,South Africa,Colombo (RPS),2000-07-08,18.0,runs
1606,England,Zimbabwe,Zimbabwe,The Oval,2000-07-08,5.0,wickets
1607,Sri Lanka,Pakistan,Sri Lanka,Colombo (RPS),2000-07-09,6.0,wickets
1608,England,West Indies,no result,Lord's,2000-07-09,6.0,wickets
1609,Sri Lanka,South Africa,Sri Lanka,Colombo (SSC),2000-07-11,8.0,wickets
1610,West Indies,Zimbabwe,Zimbabwe,Canterbury,2000-07-11,70.0,runs
1611,Pakistan,South Africa,South Africa,Colombo (SSC),2000-07-12,7.0,wickets
1612,England,Zimbabwe,England,Manchester,2000-07-13,8.0,wickets
1613,Sri Lanka,South Africa,Sri Lanka,Colombo (RPS),2000-07-14,30.0,runs
1614,England,West Indies,England,Chester-le-Street,2000-07-15,10.0,wickets
1615,West Indies,Zimbabwe,Zimbabwe,Chester-le-Street,2000-07-16,6.0,wickets
1616,England,Zimbabwe,England,Birmingham,2000-07-18,52.0,runs
1617,England,West Indies,West Indies,Nottingham,2000-07-20,3.0,runs
1618,England,Zimbabwe,England,Lord's,2000-07-22,6.0,wickets
1619,Australia,South Africa,Australia,Melbourne (Docklands),2000-08-16,94.0,runs
1620,Australia,South Africa,tied,Melbourne (Docklands),2000-08-18,51.0,runs
1621,Australia,South Africa,South Africa,Melbourne (Docklands),2000-08-20,8.0,runs
1622,New Zealand,Pakistan,Pakistan,Singapore,2000-08-20,12.0,runs
1623,Pakistan,South Africa,Pakistan,Singapore,2000-08-23,28.0,runs
1624,New Zealand,South Africa,South Africa,Singapore,2000-08-25,8.0,wickets
1625,Pakistan,South Africa,South Africa,Singapore,2000-08-27,93.0,runs
1626,Zimbabwe,New Zealand,New Zealand,Harare,2000-09-27,7.0,wickets
1627,Zimbabwe,New Zealand,Zimbabwe,Bulawayo,2000-09-30,21.0,runs
1628,Zimbabwe,New Zealand,Zimbabwe,Bulawayo,2000-10-01,6.0,wickets
1629,Kenya,India,India,Nairobi (Gym),2000-10-03,8.0,wickets
